content,label
승리 은퇴했으니깐 YG 욕하지마세요 YG 블랙핑크 빌보드 진출 시키고 송민호 강식당 다시 시작하면 예능대세되자,1
이런 영화 역겹고 지루 외국에 뵨태들이 포장질해서 그렇지 포장 까면 쓰레기다. 예술이 아니라 감독 정신세계가 비정상임.,0
지랄하네 그러케 독재로 우덜란드 빼고는 다 빵에쳐노코선,0
설마...수재모금이라고 중국에 돈 갖다주는건 아니겠지???..,1
악프러들 너무 하네.....오빼 힘내세요.,1
진짜귀엽다ㅋㅋㅋ깐따삐야ㅋㅋㅋㅋ,1
홍어유입 심각함.전라도 척살 시급.,0
쓰래기 루저들이랑은 유전자부터 다르네 역시,0
빵집총각할배 과거 최수종사건 판결판사이거나 아님 국선변호사일듯,1
와 외국인시청자 유입 없이 천만 찍었노..,1
근데 세금이 너무 쎄긴해,1
막내딸이랑 기태영 잘어울린데 왜 난리들 ㅠ,1
볼께요,1
MBC는 인제 어용방송국이 확실하네~ PD넘 부터 고발해라 인격모독 방송을 만들어 또 한사함 죽여야 하것냐~ 쓰리기같은 넘,1
아니 병신아내가 댓글 앞페이지에서 예지누나 이쁘냐고 물으니까 니가 니입으로 ㅈ같이 생겻다며? 왜 시비냐?그리고 좆같이 생긴 누나로 어떻게 딸잡냐?,0
구구절절. 라라랜드에 안티.의식한듯. 그런 기회 못 얻는 청년들도 많타. 사연팔이 지겹다.,0
짱깨유학생한테 들었는데 지들도 지네나라 식품 못믿어서 저러는거라카더라. 비닐포장되어있는것도 다 찢어서 만져보고 산다고함 ㅋㅋ,0
동백꽃이 얼마나 재밌었는지 알겠다,1
제발 돌아와 ㅜ,1
"아기 너무이쁘다 정말 소이현씨 닮아서 너무 이쁜듯,,, 앞으로도 사랑많이받고 행복하게 컸으면 좋겠다 아기 너무이쁘고 미래가 너무 기대된다",1
역시 일베구더기 모자리들은,0
백종원하고 약속 어긴건 잘못은 맞는데 그래도 저 노부부 사장님들이 변명한 부분도 있을텐데 방송에 거의 없었던건 사실이지. 원래 방송자체가 화제거리 만들려고 그러는건 예전부터도 다 알고있는 사실이고. 원본공개해봐라. 만약 원본공개해서 사장님들이 변명한거 편집한게 많으면 소송할수있는건 팩트지.,1
큰액수도 아니고 갚았는데 방송 첨부터 이야기 하던가 뜨고나니 터치는건 뭐야 ~~~참 언론이 무서워 사람 인생 보내는거 순식간이야,1
무슨일 있음 엄마가 전화해줄께~~집에 있어봐봐~~,1
헨리의 선행 칭찬합니다. 멋있어요~^^,1
90년대일을 이제와서 웨꺼내구 그러시는지 사실맞는지두 확인안되구 참,1
2만원 주고 생색내고 5배이상 걷어갈거면서~조삼모사 정책으로 국민을 농락하고 있다,1
명문가 양반집 자손이면 이해라도 가는데 지금 대한민국 국민 99%는 그냥 쌍놈들이다. 쌍놈들이 뭔 제사냐? 지들이 양반집이라는놈들 족보는 다들 있고? 족보 있으면 대대손손 내려오는 문집들은 있고? 이건 정말로 위조가 불가능하거든 하루이틀만에 만들수도 없고 지식이 없으면 만드는것 자체가 불가능한게 문집이다. 문집없는것들 다 쌍놈들이다. 그리고 선조로부터 내려오는 선산들은 다 있냐? 이런거 하나라도 없는것들은 다 쌍놈들이다.,0
참 기레기들 잔인하다,0
고정관념을 바꿔서 생각해라 내가 힘든만큼상위10퍼 말고 90퍼가 힘들게 산다는거한혜진씨 정도면 이제 힘든건 다지나갔어요,1
못사는놈들은 원래 염치라는게 없음그래서 더 못사는거고길같은데 아무데나 가래침뱉고 오줌싸고 공공질서같은거 하나도 안지키면서 정작 본인들 손해난다 싶으면 바로 피해자코스프레함,0
공수처 설치 하자니까 머저리 꼴통 개돼지 국민들이 찌라시 말만 듣고 또 우왕좌왕하는구나! 이래놓고는 또 통닥정권만들어놓고 또 촛불들고 개고생해서 바꾼다 난리치고 한심한것들,0
나이 먹으면서 점점 사악해 지는듯,1
오늘 기안 휴지로봇이 살렸네 ㅋㅋ,1
..새벽6시에 같이 일어나서 달걀후라이라도 해주는 거 절대 쉬운일 아닌데 대단하심...알콩 달콩~~대화 보기좋아요,1
그입 닥쳐라 ..지금까지 골목시장에 늘어놓은 짜장면집 빽다방등...철수나 하셔....돈 많으넘이 돈 욕심낸다고,0
병신 니가해보든가,0
난 재미 없게 봣는데 나만 그런가~ 예전 김사랑편 때처럼 다 너무 의식한 느낌~ 집도 살고 있는 집 같지가 않고 어떻게 라면도 하나 못끓여? 자기애가 너무 강하고 모든 것이 느려서 결혼을 하면 안되실듯~,1
국주씨 활동 많이 안하시는듯 활동 많이 해주세요 이뻐요 화이팅,1
난 gd가 제일웃김ㅋㅋ 아시아인 최초로 샤넬쇼가는애가 무한상사에서 면접보고 팬티만들고 팬티입고 패션쇼하고 역시 무한도전 클래스ㅋㅋㅋ,1
SBS뉴스는 연예가중계냐? 연예인 아니면 기사 쓸거 없어?,1
애들아 배불렀단다 시청률 0점대 가즈아,1
쓰레기같은 쿵쾅ㄴ들 최자탓 기자탓 한남탓하고 있누 ㅡ 지들이 죽였으면서 ㅉㅉ,0
우리 김호중님 팬들은 남을 쓸데없이 비방하지 않고 오로지 김호중님 만을 응원합니다 그리고 수재의연금 당연히 스타의 이름으로 기꺼이 기부합니다 스타와 팬은 영원히 함께 갑니다,1
좋은 말만 해두 못 사는 세상,1
금방 끝날줄 알았는데 이리 길게도 가니 진짜 정신적 교감이 있는 사랑인가? 어쨌든 보기 드물긴하다.그리고 김민희 에쁘다,1
손님들 팬클럽 애들 중에 뽑아서 비공개로 어디 산 속에 가서 해. 저게 뭐냐.,1
이미지 세탁 프로,1
버리고 갔네 ㅅㅂ... 간혹 산에 노견들 버리고 감,0
ㅂㄷㅂㄷ 거리고 가네ㅋㅋ,1
똥싸는 소리하네,0
역대 대통령중 이렇게 모욕당한 개통령있었나? 문재인은 대한민국의 등신이 아닌 세계적 등신.,0
야 ㅅㅂ 지 고모부 형까지 죽인 놈이 인권개박살인 놈인데. 인권변호사 출신 문재인대통령은 이런 김정은 파렴치한 감싸고돌꺼야 자꾸?,0
정점에 최숭실 박구네 있음,1
둘이 소속사까지.... 두 커플 응원하긴 한다만 나중에 헤어지면 어쩌려고,1
동건이형이라.. 음... 흥행 불안한데,1
그렇게 욕하는데 자꾸 홍선영씨 방송 내보내는 이유가 멉니까,1
빨간거 나오면 ㅋㅋㅋㅋ,1
실력은 아직 몰라도 스타성은 충분하고도 남음 눈빛부터 와우 보는 내내 얼굴 보는데 감탄,1
문죄인 임기가 다른 대통령보다 3배이상 더긴듯..시간이 안가 ㅆ부레,0
간만에 찐감동을 느끼고 오다,1
확실히 어제는 노잼이더라~ 3얼 위주로 가즈아~,1
병 신ㄴ ㅕ ㄴ 하나가 군대를 당나라로 만드네 디~~~~~~~~~~~~~질ㄴ ㅕㄴ 추미애,0
주게이 크루수장 무시하노!!!,0
그럼 정용화에게 사과 하세요,1
난리치면 다 끝났다는 인정이 될테니 그럼 완전 망하는 거겠죠. 최대한 함구하고 지켜보며 상승의 때를 기다릴 수 밖에 없겠죠..,1
애새끼가 초딩도 아니고 ㅋㅋ,0
뷔페값 내셨나,1
돌아오면 받아들일수 있다..어서 함정에서 빠져나와라,1
와 진짜 다시들어도 피가 거꾸로 솟는다누구때문에 안전하고 평화롭게 살고있는지한번도 생각을 안해봤다는 소린데시발 미친 김치년들,0
개티즌들 또 소설쓴다 그 난리법석 친 김광석 마누라 사건도 무혐의로 끝났구만,0
되게 좋은데 굳이 결혼이란 제도에 묶이지 않더라도 사랑하고 아끼면서 살면 그게 가족이지 뭐,1
이분은 가진 재력도 인맥도 없나보네 바로 구속이네 !!! 치킨집 가해자는 검토중이라는데 !!!,1
그 임신만 줄기차게하는 개념없는 한뇬때문에,0
me too 막을려는 조직전인 댓글 알바들이 보임. me too 아직 시작도 안됐다 방해 하지 마라알바들아,0
한 장면 놓치면 하나도 이해 못하고 끝까지 안 놓치고 보면 하나는 이해할 수 있다,1
짱깨 노관심 타이완 남바완,0
그렉 당신은 최고입니다.can’t take my eyes off you 음원 좀 내주세요.,1
곧 제삿밥 얻어먹을 나이라 그런가봄,1
추자현이 이렇게연기를잘할줄몰랐다.,1
존나귀여워...,0
축하 합니다 아들 딸 딱좋으네요 예쁘게 키우시고 항상 행복하세요,1
내가 아는 딩크분들 40대부터는 아이를 부러운 모냥이다아이가 있으면 더 화목한 가정이된다,1
저 오글거리는 드라마 그래도 우도환 때문에 봤다ㅜㅜ,1
얼마나 뚜껑 열리게 했으면...,1
설렘장인 쫑석이,1
만 17살이면 고3인데 2살차이나면 만날수도잇지,1
노망난 영감탱이들,0
문재앙이 선거앞두고 드루킹 덮으라고 시키드나?,0
엄마닮아서 천만다행~!!,1
키야 역갤 식민지 다된 일베 ㅋ,0
펑펑울음...ㅠㅠ 현실적으로 너무 공감이 되어서,1
댓글 왜이러냐ㅋㅋㅋ 무거우신분들 출동하셨나,1
속으론 씹새끼다 생각하는데 겉으로는 그대로 좋은 사람이라고 칭찬하는거지,0
식스센스 무대 겁나 멋있고 잘하더만 비주얼도 좋고 근데 왜 4위뿐이 안되냐 ㅡㅡ 적어도 2등은 줘야지,1
여친한테 잘하고 자상하고 반려견아끼면 뭐해? ㅋㅋㅋㅋㅋ자기꺼만 아끼고 남에꺼엔 완전 인성바닥이던데. 장애인주차구역 주차하는거보면 게임오버,1
장윤정이 담주 전설이 웬말이냐...막장으로가네...그리고 판정단 입장시킬때 귀지확인하고 입장시켜라...막귀들만있나...박기영 빼고 다 그냥 쑈다,1
근데 이게 기사니??,1
ㅋㅋ 티비조선 천사네 ㅋㅋ 50퍼센트 가져가도 되는데 25퍼센트면 혜자지,1
못배웠으니 저러지 쯧쯧 수준 알만하다,1
19에서15로 바뀌고 망트리 탄거...,1
성훈님 힘내세요이제 꽃길만 걷자요,1
연기대상 못타니 연예대상 노리시는 분,1
검소하게살아라~~언제어떻게될지모르는게 연예인의 삶~!!!,1
왜 애꿎은 프로탓을하냐 지들이 안맞으니 헤어지는거지,1
어제 박해미 뉴스와 비교되네.. 잘못은 똑같이 했는데 대응이 이렇게 다를수 있구만.. 씁쓸하네,1
중국이 아무리 ㄱㅐ잣가튼 나라도 개정히 개두환 때 만큼은 아니다...,0
근데 그 막줄이 틀림. 남자 ㅅㅌㅊ가 소극적이잖아? 여자들이 존나 좋아함. 지만 보고 딴짓 안할것 같아서,0
연애인들 보면 이런저런 가정사 참많어..이세상살면서 가정사하나 없는사람이 어디있겠냐??돈이 많아도 적어도 가정사는 모두다있다..이런건좀 애길 하지 않으면 안되나..,1
이런 개부럴같은 시끼들은 세금많이 내는 국민들을 적폐취급하며서 개호구로 보는겨? 왜 니들같은 말도안되는 개돼지들이 내세금으로 니들꼴리는대로 하는겨?,0
박진영 진짜 멋진놈이여. 최순실 똥구녁 빨던 놈하고는 차원이 다르지,0
솔직히 그냥 쏘쏘 정도인데 모든 동연상 기사 거기에 댓글...ㅋㅋ 주작의 느낌이 매우 강하네요,1
인스타 테러는 한국만 하는줄아는데 유럽이나 남미등등 심하면 더심했지 우리보다 덜하진않어,1
진짜 멋있다 ㄷ ㄷ,1
어린데 왜?????,1
또 전라도홍어들 특유의 피해자 코스레냐? 티아라 쌍둥이홍어들도 알고보니 홍어들이 가해자더구만 하여간 전라도홍어들이 친한척 다가오면 통수치려는거니 5.18 전두환장군이 쓰시던 홍어잡이 몽둥이로 후두려 패야한다니까..,0
부럽네요..제남편은..임신만하면 돈안벌어오고 식충이취급해서 맨날 이혼하자고하는데..그래서 계획에없던 뱃속에 셋째가 고민중이네요ㅠ,0
한치같이생겨가지고 염병을하네,0
이상민 강아지 이름 찡코. 일본어로 자지ZA ZI라는 뜻.,0
지금 아이돌들 7년 표준계약서 구 동방덕에 생긴거임 재계약한다니까 새삼 새롭네,1
답답한 국민들.. 죄가 없다는게 아니라 구속수사대상이 아니라는데.. 무식한 댓글들,1
남친새끼가 보살이노 ㅋㅋ,0
이이경은 항상 맛깔나는 연기좋다박형식도 이이경같은 시절이 있었는데 마이컷네군대는 안가나?,1
아무리 그래도 이게 청원감인가? 나도 어느 번역책에서 edge cutting technology를 끝을 자르는 기술이라고 번역해 놓은 걸 봤다. 하도 이상해 원문을 보니 첨단기술이지. 첨단이 끝을 자른다는 말이지만 그렇게 하면 의미가 안와닿잖아? 번역의 실수인데 그렇다고 청와대 국민청원? 이건 아닌 거 같은데^^,1
아프긴 멀... 기자회견때 저래 놓고도 안하무인이라던데멀... 자긴 안해도 된다는 식이라서 저 사람 눈치보느라고 제작진들 힘들다고... 뭘 믿고 저러는지.. 싸가지없는 연기자였어멀...,0
이새끼한테 낚이지 마라 이교수를 이용해서 사회주의라고 이름만 바꾼 공산주의를 찬양하고 공산주의화하려는 반동분자다,0
"페미메퇘지쿵쾅년인 메갈페미들은 니들이 좋아하는 싫어요 ㄱㄱ제발부탁해~~""일반 여성"" 분들께 불편을 드려 다시한번 죄송합니다..",0
육아관련된것좀 올려줬으면,1
틀무새랑 자한당무새들 싹 사라진 신기한 글이네 ㄷㄷㄷ,0
누명 아니고 강기사 아저씨 다예 아빠 칼로 찔러 죽임 무슨 누명이야 다예가 강기사 아저씨칼로 찔러 죽일듯,1
이제 노래 못하시는건가요??,1
취지는좋았는데 뒤로갈수록 너무 풀어진게문제ㅋㅋ 어느정도 기강은잡혀있어야지,1
메이비 너무 괜찮다.,1
드디어 복면가왕에 손승연이 떴구나~!!,1
평점 2점대가 별테로 갈수있는 지경이라고 생각하는 빡대가리들은 이런 험악한거 보지말고 부모님한테 동화책 사달라고 하고 봐라ㅋㅋ 장래가 걱정된다ㅋㅋㅋ,0
이시키 관심끌려고 애쓴다 애써 위아래도 모르는놈이 무슨 ㅉㅉ,0
컨셉이 아빠랑 딸인가요?,1
앨범홍보때문에 터트린거자나 이쁘게봐주자,1
저 프로듀서 유투브 컨텐츠 빨아먹는거 짜증나더라 불법은 아니다 그런데 빨아먹을라고 밑밥깔고 자기것만 홍보하고 정작 진행자 페이지는 홍보안하고..ㅉㅉ,1
한혜진한테 사전에 오케이 받았겠지 박나래 짬이 얼만데 경솔하게 하겠냐ㅋㅋ,1
20년 연상 아줌마랑 사귀면 조낸 이쁜사랑 하세요. 이ㅈㄹ하는 것들이 쿵쾅이들인가요?,0
웹툰 작가들 하나같이 쓰레기집단이냐 ㅡㅡ,0
잘뒤짐ㅋㅋ병신련ㅋㅋ지옥으로 꺼져!!!!,0
난 여초회사 다니는데 밥먹을때 부대찌개에 앞접시 안 덜고 지들이 그냥 숟가락 휘휘 저어 먹음 참고로 다들 20대 여직원들임 이거 업계포상이노?,0
지금 결국 중요한걸 놓치고있다,1
헛다리.집엇네..사람들이 고작 유튜버들 말듣고집값 오른다고 집을 구매한것 같어? 그리고 내 집 산다는데 너네들이 뭔데 불만이야.민노총전교조.새키들이.집사서 오르면 당연한거고,0
어차피 돌려먹다가 한사람한테 가는게 인생,1
삼가 고인의 명복을빕니다.,1
꽃뱀까지 용서해주려하다니,0
ㅋ하다하다 목숨갖고 장사하네 짱깨들,0
내 머리가 나쁜건가... 도대체 모르겠다,1
첫사랑은 잊을수 없다특히 웬수로 헤어지지 않은한따라서 다시 무리해서 사랑으로 결혼으로 이어질듯,1
관종인건 확실함...,1
진짜 돈을 달라고 협박했는지부터 팩트체크해봐야지. 걍 다들 피해자측는 꽃뱀이 확실한 걸로 치고 말씀하시네요.협박 건이 사실이 아니라면 이게 바로 2차 피해 아니겠어요?,0
데일리컷이 아주 잘어울료,1
대단한 팬덤. 김호중가수도 음반 내고 1억정도의 손소독제 기부했고 팬들도 코로나외 장학금을 기부한했다는기억이 있는데 선한영향력 대단함. 우리엄마 활짝웃게 만드는 김호중 가수 응원합니다,1
대만판은 왜 빼나,1
열심히 사는데 예쁘게 봐 주십시다. 악플 그만 다시고.,1
누구?!,1
도태녀들 지금 단체 생리즁,0
끌리는게 없으니 안보는것을 마치 명작을 보아주지 않는것마냥 대중을 비난하다니,1
제목 읽기 개힘드네일단 ㅁㅈㅎ줌,0
평생의 반려자는 개뿔;;; 보나마나 일을 싸질렀기 때문에 급하게 서두르는 거겠지 황현희 인성 보나마나지,1
이번편이 제일 재미 없었음.,1
짱깨들 말하는 거임? 짱깨국이 무상의료라고?,0
효린아~더이상 추해지기전에 적당히하고 자숙하는게 낫겠다,1
유흥업소 직원인데 뭔 성폭행 꽃뱀아니냐,0
여주가 박하나였으면 더 대박이었지,1
오초희님 잘못한거 없습니다!!! 수지도 한남충한테 마녀사냥당한거 아시죠? 한남충 수준 그러려니하고 그냥 개무시하세요,0
에라이.... 수입차 한 번 타기시작하면 국산으로는 못 돌아가. 그게 팩트야.,1
나도 약속어긴다에 내 쌍방울건다..,1
명수형 라디오에서 공개하시지...ㅜㅜ,1
총공팀이 뭐냐 진짜 오글거린다 적당히해라 진짜 뭐든지 적당히 해야지,1
재밌게 봤어요. ~,1
원데이터 대체 누구를 위한 공개인가,1
부리토집은 잠깐 반짝해도정신상태안고치면 무조건 망한다,1
여수밤바다 그곳에있는 식당꼭가야지 아자화이팅,1
다시 몇개월 전으로 돌아가주며누안됨?,1
본인 본업에나 충실하지죠 모델 한예슬씨.,1
남자가 너무 단순하다ㆍ,1
너무 예쁜가족. 행복하시길.,1
와 최강 선남선녀 ㅎㅎ,1
백프로 김성주 오더받으면서 몰카한부분이겠지만 조보아씨는 이미 그동안 표정으로 다 말해줘서 ㅎㅎㅎ,1
재민이인거 같네요,1
더 늙어서 혼자 팍팍 늙어 옆에 돌아봤을때 보살펴 줄 사람 없어봐야 정신차리지 쩝~20대 30대도 아니고 쩝~ 본인 연애니 상관없지만 답답해서 한마디 해봅니다 수고하쇼~,1
엄마 돌아가시고 나서야 후회해봤자 아무런 소용없어요.살아 계실때 잘해주세요.미우나 고우나 윤정씨 당신을 낳아준 엄마입니다.,1
오창석 채은 잘어울려요 결혼까지갈것같다 ~~^^,1
이러다 나중에 몇년뒤 워너원도 재결합 논의 나오겠지,0
힘내세요 ~엄마는 강하니깡..~ 잘 이겨낼꺼라 믿어요~^^,1
고당 때 좆같이 생긴애 이름이 김종대였는데 ㅋㅋ,0
ㅋㅋㅋㅋㅋ이영자♥,1
복귀해야되는데 집이없어서 걍 자살함,1
대체 누가 인성 문제있고 왜 4번은 개인주의인지... 훈련인데 대체 왜그렇게 인기있는지 궁금해서 오늘 봐본다,1
물론 일부 입니다 씨바,1
신혜선도 나와라~!!,1
여주 김지원?...... 태후에 후배로 나왔던.. 다른 배우 쓰지.,1
코로나 때문에 밖에서 기다리게 한것같은데 너무 안타깝고 슬프네요ㅠ,1
개인적으로 어우동 옷 입으면 연예인 중에 제일 섹시할 것 같음.,1
어이없음...,1
누가보면 본인능력이 좋은줄...노래도 못하더만,1
초통령 맞음초등학생 사이에서 도티 모르는 사람이 없어중ㆍ고생 사이에서도 어느정도 앎,1
"봄밤에 푹 빠졌어요.축구도 감동,해인님 연기도 감동입니다~~",1
헨리 이제 영화 끝났으니 나혼산에서 자주봅시다 오늘 스타일 멋짐요,1
권상우 참 잘 생겼네 김희원? 이름도 희한하네 저놈 저거 인상 참 더럽게 생겼어 미생에서도 살인 충동 생기던데,0
도균은 진짜 현주가 좋은게 보이고 어울리긴 장미가어울리는데 현우는 영주좋아하긴하는데 현주한테쫌 흔들린느낌 자꾸사람 미련남게 하는듯 연애할때 불안하게하는 스탈같다 여자도 쫌 따를것같고 근데 또 은근 직진스탈같아서 영주다시 될것같기도하고~ 끝까지모르게 작업하나?,1
도대체가 생각이있는애야뭐야 부끄런지도모르고 아예벗지그래 말쎄다,1
와 30대40대 여성비율 실화냐?? 제대로된 연애 못해보고 이런 판타지나 보는 늙다리 여자들 ㅈㄴ 불쌍하다 ㅋㅋ,0
현아 이던 둘이 잘어울려요!!이쁘게 사귀세용,1
인간적으로 무리뉴 너무 의미없게 전술 수정; 첨에 시소코 투입되고 모우라 중앙 시소코 오른쪽.. 베르바인이 중앙 들오고 시소코 박스 투 박스..,1
잦도 1도 읍쥬~,0
기안ㆍ충재 둘다참 선한사람들같다,1
정말 내가 봤던 애기중에 젤똘똘했는데 ~주안이볼때마다 똘똘이주안이란 수식어가 절로나왔는데 다시한번 보고싶네~,1
아니 아직 어린 애한테 무슨 잣대를 ㅋㅋㅋㅋ 비공개 계정인데 이걸 털어버린 인간이 잘못한 거 아닌가?,1
이 부부가 너네한테 죄 졌니? 이휘재만큼 너네가 오랜기간 동일하게 일 할 수 있는지 묻고싶다.. 본인이 일 해한 돈으로 사는데 왜 그렇게들 꼬여있냐..연예인이라 돈 많이 벌어서? 욕하는 너넨 연예인 할만큼 노력도 못해,1
역사 공부는 스스로해봐야됨 언론에 주위에들으면 좌익이되는거임,1
언제까지 부모죄를 자식죄로 계속해서 낚시질인지ㅜ 그냥 티비나오는 마닷이 싫다고 하는것 같아보임 ㅜ,1
펑크낸 이유는 뭔가요..???,1
그나마 이미지 비슷한 사람이 황수정.,1
정해인도 별론뎅,1
방송작가들이니까 더 믿음이가는걸???,1
나이 부터가 일단 안어울렸어. 송중기는 15살 연하의 순결한 예쁜여자가 어울림 연우랑 재혼해라.,1
한녀들 존나웃기네 그알에서 악플 쓴 성별 대다수가 여자라고 나왔는데 병주고 약주고 악플쓰더니 이젠 그러지말라고 ㅋㅋ걸스캔두애니띵이라 사람 잘죽여 칼만 안들었지 얼굴자체가 흉기네,0
일관성있게 지랄하면 훈장이라도 달아주냐,0
ㅁㅈㅎ 누른 전라도 씹버러지만도 못한 놈들은 저걸 실제로 봤거나 알고 있고 또는 직접 실행에 옮길 수 있는 잠재적 개쓰레기새끼들임.,0
설현이 떨고 있다... 아니겠지 아닐거야 그것만은 안돼,1
그가수 그팬 김호중 팬들 대단 하시네요 끝없는 선한 영향역 국민들 본보기 될듯,1
여기서 악플달다가 고소당하실수 있습니다~과한 비난은 삼가합시다.,1
다 방송이고 대본이에요 ㅋㅋ 땡깡좀 부리고 해야지 재밋지,1
집에서 그렇게 키우자 해도 학교를 입학하는 순간 위기가 와요.. 그때를 조심하셔야 됩니다. 에너지와 호기심이 넘치는 아이들이 밖에서 혼나고 떨어진 자존감 집에서 보호해주고 올려주세요..,1
재미없어 안봄,1
이거쓴기자 고소당하겠네인성이 아주 바닥이야,1
오히려 이런 관심이 더 독일것 같네요 전부터 계속 글 올리면 사람들이 관심 주니까 자꾸 이러는 것 같은데 기사님도 그만해요 진짜 언론인이라면,1
장모님께는 자식된 도리를 해야 하고 어머니께누 자식된 도리 따위는 필요 없고?아직 많이 어린거 같음엄마가 또 상처받길 원하지 않는마음은 알겠지만 말은 함부로 내뱉는게 아님,1
기안편은 스킵했음,1
헐 사이코 같은 악마 새끼네 돼지 같이 살쪄서 죽지도 않네종북 좌파들은 이런 기사를 보면 뭐라 할까?울나라 고위직 정계 인사들 종북 좌파 많자녀,0
사람도귀천이있지 뭔 글이 저따구냐???,1
하이튼 좌빠 대깨문들은 인간말종 쓰레기 좀비 들이다 내한테 다온나 내가 싹쓸어줄께,0
개그프로에서 마니 활용될것같음! 보여주신 열심과 열정에 박수를 보냅니당~~^^믿고보는 배우로 자리매김 하셔욤~~~^^화이팅,1
글쓴놈 요점 파악 안 되지?니가 제일 똑똑한 거 같지?가세연에서도 김세의가 글쓴놈과 똑같이 말하더라그랬더니 강용석이 요점은 그게 아니고 7등급 밖에 못했으니까 용접하라는 식으로 비아냥하면서 징징거렸다는게 문제라는 거임라고 말하니까 김세의 찍소리도 못함,0
진작 이렇게 하지 그동안 너무 다큐같았음ㅡㅡ 유재석 박명수정준하도 이런씩으로 하지,1
계속 제 잘난 맛에 사니 그렇지. 언젠가 크게 걸릴거야. 비싼 넌 일반인은 싸구려 기성복으로 보일테지. ''싼 게 비지떡이예요.'',0
윤기원씨 너무 멋잇어요 콧수염보고 반햇습니다 ㅋ,1
애초에 욕먹는 것들중 팩트는 기미가요랑 독도는 우리땅으로 가타카나 부른건데후자는 욕먹을 만하고 기미가요는 욕하는거 이해가 안된다.너네 기미가요를 조혜련이 부르기 전에 뭔지는 알고 있었냐?애국가 4절까지 못외우는 새끼들아?,0
문색히 필리핀 안가노,0
군복무중에 저런데 나가는거 쉽지않은데 금수저 연예인이라 그런지 하고싶은거 다하네,1
서지안 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
신혜선씨가 어찌 여주일까 난 이해가안된다 조연급을 주연으로 봐야하나,1
그림같이 예쁜 부부~송♡송 부부~~,1
남궁민 여친 있었구나ㄴ,1
강은비 팬들 무섭네 증거가져와도 하나경잘못이래 ㄷㄷㄷ,1
예쁜데요~!! 효린 옛날 사진은 대박이던데~ㅋㅋ,1
뭐 어떤기사 덮을려고 자꾸 이슈화 시키냐?,1
난 첨부터 예원 응원했음~ 예원 응원하는 사람들 많으니까 화이팅!! (악플다는애들은 소수고 인생낭비자들이니 신경쓰지마삼),1
빽으로 올라간 맴버들 다 공개하고....재정비 바랍니다.,1
맞는말임. 세대가 다름. 이병헌은 내가 어릴때 9~10살즈음 청춘스타. 조승우는 내가 대학생때부터 클래식 말아톤등등으로 스타덤에 오른건데 10년이상 차이남.,0
면 돌릴때 자막도 같이 돌아가는거 보고 실없이 웃음ㅋㅋ,1
한남들이 문제야 아주 지들이 뭐라도 된거마냥 어린애들이나 괴롭히고 희열감느끼냐?? 지도 덩치있는 남자였으면 머리털끝하나도 건들이지 못할것들이 아주ㅡㅡ,0
진심 동의..제발 부모들그냥 부부가 행복하게 삽시다.찾아주면 그저 고마운거고 .아니면 말고.,1
이효리는 흥해라,1
조보아근데 골목식당에서 졸려보임ㅋ졸린데 졸음필사적으로참는거같음ㅋ 안졸려보이려고 자연스럽게하는데 졸려보임ㅋ,1
넌 왜이렇게 말도많고 탈도많냐,1
부모가 무슨죄야..자식 키우지만 참 어렵네요. 키워준 부모 생각해서라도 어처구니없는 행동하지말고 싸가지없이 살지마세요.,0
이런 나쁜놈들아 너네끼리만 돌려보냐 . 어차피 ㅈ된거 유포하고 민심이라도 찾자,0
노출사고가 뭔 자랑이라고 당당이 거기에 왜붙냐?,1
씨발것들!!!,0
이름처럼 강하게 흥하도록 응원 할께~~얼굴도 예쁘고 연기도 잘하더라,1
근데 최자는 잘못없지않나 전남친이었다는 이유로 왜 욕먹어야하지,1
재밌게 잘 봤습니당,1
선예 그래도 리즈시절에 가창력만큼은 수준급이었죠? 태연에 비빌만 하죠?,1
조재현 쓰레기인건 맞지만 때는이때다 싶어서 달라드는 머리에 우동만찬년들 ㅋㅋ,0
아비가일하고 샘하고 같이 나오니 좋네요~,1
고승우 변호사 저놈은 저런취급받아도 싸다,0
기사에 맨날 단발 댓글만 달려서 본인은 속상할 수도 있겠지만 단발이 너무 심하게 잘 어울려. 긴발일 때랑 차이가 너무 심해 ㅋㅋ,1
송중기 응원함~ 오늘 본방 사수 아스달 연대기 재미있음~ 안 봤음 어쩔 뻔~,1
모든 만악의 근원은 페미들이구나.. 페미들만 안나대도 행복하게 살았을 사람들 많을텐데ㅠ 응원합니다,0
사치 캐부리더니 저럴 줄 알았다,1
음주운전ㅡㅡ진짜 죽이고싶다.,1
시즌2 가즈아!!!,1
넌 일제의 불합리성까지 빨게되는거지 이 빡대가리 혐한일뽕 새끼야ㅋㅋ,0
몬엑 인사도 잘하고 인성 좋게 봤는데 뜨니까 저딱식으로 견제가 들어오는구나 한서희 뒤는 꼭 캐봐야 함,1
친구가 힘들어하는데 손이라도 잡아주지. 걸그룹들은 의리있던데,1
피자맛있어보임 주방이깨끗하니 더맛있을것같은,1
"응, 또라이 맞네...저 ㅅㄲ 고소미 쳐먹여라!",0
