No,hate,offensive,comment,
12953,TRUE,TRUE,My asshole credentials? Even rednecks hate me.,
12954,FALSE,TRUE,My aunt said I'm handsome fuck you hoes,
12955,FALSE,TRUE,My auto correct makes me sound so FOB,
12956,FALSE,TRUE,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho http://t.co/5UGfhrdrxT,
12957,FALSE,TRUE,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,
12958,FALSE,TRUE,My baby guinea pig is so cute #Adorable,
12959,FALSE,TRUE,My bad dawg. That's yo hoe &#128564;,
12960,FALSE,TRUE,My bad. That was about @LIPSDRIPRUBIES RT @VofD: Why bitches act like I CAN'T READ or like words don't have a meaning.,
12961,FALSE,TRUE,My bae said u bitches watch y'all mouth lmao,
12962,FALSE,TRUE,My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts,
12963,TRUE,TRUE,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,
12964,FALSE,TRUE,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....,
12965,FALSE,TRUE,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.,
12966,FALSE,FALSE,My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!,
12967,FALSE,FALSE,My bird got a headache &#128527;&#128530;,
12968,FALSE,TRUE,My bitch &#128540; http://t.co/2v4VsPamrU,
12969,FALSE,TRUE,My bitch Remy stuck in 06 &#128557;,
12970,FALSE,TRUE,My bitch ass buddy pmo,
12971,FALSE,TRUE,My bitch ass like an allergic reaction she service my faction,
12972,FALSE,TRUE,My bitch bad,
12973,FALSE,TRUE,My bitch bad like Brittany but I wish I had Brittany,
12974,FALSE,TRUE,My bitch bad lookin like a bag of laundry,
12975,FALSE,TRUE,"My bitch bad piece, yo bitch got bad feet &#128514;&#128514;",
12976,FALSE,TRUE,"My bitch bad, she from the islands.",
12977,FALSE,TRUE,My bitch bre been ina good mood they free'd her young hogg &#128175;,
12978,FALSE,TRUE,My bitch can be anything except average,
12979,TRUE,TRUE,My bitch cold not average you couldn't fuck my last bitch,
12980,FALSE,TRUE,My bitch cold not average. You couldn't fuck my last bitch &#128530;&#9995;&#128514;,
12981,FALSE,TRUE,"My bitch educated, had her clients pay the payments",
12982,TRUE,TRUE,My bitch from magic city she shaking ass &amp; titties http://t.co/LPFjVIWrQn,
12983,FALSE,TRUE,My bitch get on my nerves,
12984,FALSE,TRUE,My bitch gotta be as fly as me if not flyer,
12985,FALSE,TRUE,My bitch pussy got hella powers,
12986,FALSE,TRUE,"My bitch pussy multi-purpose, it take this dick and hide my dope!",
12987,FALSE,TRUE,My bitch say I'm in the dog house FUCK YOU MEAN,
12988,FALSE,TRUE,My bitch say I'm in the dog house fuck you mean,
12989,FALSE,TRUE,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23,
12990,FALSE,TRUE,My bitch won Ralphy for me. Thanks &#128139; http://t.co/AAKwohDfGv,
12991,FALSE,TRUE,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50""",
12992,FALSE,TRUE,"My bitches are related . They are ""kissing cousins"" . &#128557;&#128557;&#128514;",
12993,FALSE,TRUE,My bitches cleaning http://t.co/6cgdXrzO8w,
12994,TRUE,TRUE,My bitches get them Christians nigga,
12995,TRUE,TRUE,My bitches not average. Spend money I got it. Ya girl want me she gon get fucked ain't no askin,
12996,FALSE,TRUE,"My bitches pop that pussy,pop that gum and pop pills",
12997,FALSE,FALSE,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,
12998,FALSE,TRUE,My blue flag brite nd ya bitch blowing me like play bagpipes,
12999,FALSE,TRUE,My boy @RyanBowersOB got the hoes now!,
13000,TRUE,TRUE,My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them. K.,
13001,FALSE,TRUE,My brother doesn't know what American horror story is &#128514; bitch you lame ass fuck,
13002,FALSE,TRUE,My brother is a fucking pussy.,
13003,FALSE,TRUE,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;",
13004,TRUE,TRUE,My brothers ex was a fat hog man I swear this is the reason why he doesn't have any money or anything right now it's cause of that white hoe,
13005,FALSE,TRUE,My car so wet My bitch so wet when I drive i car pool,
13006,TRUE,TRUE,My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies,
13007,FALSE,TRUE,"My cat just rolled on me and said ""lets go run a game of 21, bitch"" http://t.co/6kjgd0z1x2",
13008,TRUE,TRUE,My cats a bitch niggah.,
13009,FALSE,TRUE,"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches.",
13010,FALSE,TRUE,"My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo.

-@dillyduzit",
13011,FALSE,TRUE,"My cousin bio on her Instagram ""light skin, dark skin, brown skin bitches holla at me"" she funny as hell",
13012,FALSE,TRUE,My cousin just said these hoes ain't shit. Idk why they want me. I ain't shit either. Got me dying over here lol,
13013,FALSE,TRUE,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;,
13014,FALSE,TRUE,My dad is a bitch.,
13015,FALSE,TRUE,My dad is such a bitch,
13016,FALSE,TRUE,"My dad just said ""Karl was always the biggest pussy of all 3 of the kids, I'm sorry Karl, but... You're just a pussy"" I love my dad LMFAO",
13017,FALSE,TRUE,My dad just told @YourDudeFerg 's dad to text one of their friends and say hashtag pussy. Hahahaha I'm done,
13018,FALSE,TRUE,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;",
13019,FALSE,TRUE,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer.",
13020,FALSE,TRUE,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha",
13021,FALSE,TRUE,My dawg @ceomiamimike told me it's a must I be @901k2lounge this Saturday ROCKIN that bitch wit Tha&#8230; http://t.co/0NV9cHtwOs,
13022,FALSE,TRUE,My dick wants some pussy,
13023,FALSE,TRUE,"My dick, your bitch on it.",
13024,TRUE,TRUE,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,
13025,FALSE,FALSE,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",
13026,FALSE,TRUE,My dog is number 1 bae and way over these hoes &#128514;&#10084;&#65039;,
13027,FALSE,TRUE,My dog just lifted her leg to pee. She's such a butch bitch.,
13028,FALSE,TRUE,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go,
13029,FALSE,TRUE,My down bitch &#128074; my crime partner &#128176;&#128299; ima bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;,
13030,FALSE,TRUE,"My duck got big as fuck. 

Yes, duck, like the bird.",
13031,FALSE,TRUE,My dumbass has a redskins mcnab jersey,
13032,FALSE,TRUE,My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty.,
13033,FALSE,TRUE,"My ex wanna work it out, bitch try yoga",
13034,FALSE,TRUE,"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me",
13035,FALSE,TRUE,My eyes brows finna be on fleekate fleek bitch &#128514;&#128514;&#128514;&#128514;,
13036,TRUE,TRUE,My eyes feel so chink eyed,
13037,FALSE,FALSE,My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy,
13038,FALSE,TRUE,"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!",
13039,TRUE,FALSE,My flow retarded &#128526;,
13040,FALSE,FALSE,My goal for soccer this year is to get a yellow card every game,
13041,FALSE,TRUE,My goal one day is to own a nice Rolex and wear that hoe everyday,
13042,FALSE,TRUE,"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy",
13043,FALSE,TRUE,My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,
13044,FALSE,TRUE,My grandpa hooked his friend up with some pussy in Vegas. #Praise,
13045,TRUE,TRUE,My hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe IT AINT.,
13046,FALSE,FALSE,My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,
13047,FALSE,FALSE,"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",
13048,FALSE,TRUE,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.,
13049,FALSE,TRUE,My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch,
13050,FALSE,TRUE,My hoes Trippin lol,
13051,FALSE,TRUE,My hoes love to go shoppin,
13052,TRUE,TRUE,My hoes they do drugzzz,
13053,FALSE,TRUE,My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere,
13054,TRUE,TRUE,"My honky, my honky. My motherfucking honky.",
13055,TRUE,TRUE,"My house is so piece full, thank god these little jungle bunnies are outta my face",
13056,FALSE,TRUE,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed.",
13057,FALSE,TRUE,My life is going to a bitch for 6 short weeks,
13058,FALSE,TRUE,My lil bitch a vet she say she need a dog,
13059,FALSE,TRUE,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",
13060,FALSE,TRUE,My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH,
13061,FALSE,TRUE,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol",
13062,FALSE,TRUE,My main bitch &amp; my side bitch mad at me I could give two fuckssss,
13063,FALSE,TRUE,"My main bitch and my side bitch mad at me, I could give two fucks.... all I need is two cups",
13064,FALSE,TRUE,My main bitch called to tell me she missed me. &#10084;&#65039;&#128536; super cute love you boo. @Morgaanita,
13065,FALSE,TRUE,My main bitch is a ghost,
13066,TRUE,TRUE,My main girl Tryna get a blessing why my side hoe Tryna get affection,
13067,FALSE,TRUE,My mains riri22barbie georgegia yessssss #ladykimora turntup. #vegas bitches &#128525;&#128525; http://t.co/w7vKBT2NBp,
13068,FALSE,FALSE,My mama made me some brownies they was everything &#128553;,
13069,FALSE,TRUE,"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj",
13070,TRUE,TRUE,My manager is retarded bruh always asking siri some spellings. &#128514;&#128514;&#128514; ..this nigga is dum af doe,
13071,TRUE,TRUE,My managers a stupid cunt yes I said it,
13072,FALSE,TRUE,"My mentions &amp; tl moving fast af sorry if I'm flooding yo shit 
I'm lowkey tryna get off this hoe for yall",
13073,FALSE,TRUE,My mf dawggg &#128175;&#128175;&#128175;&#128584;&#128584; I miss this hoe man http://t.co/6NokkwiKRL,
13074,FALSE,TRUE,My mom bitches too much,
13075,FALSE,FALSE,My mom didn't buy me Oreos she doesn't love me,
13076,TRUE,TRUE,My mom is a cunt,
13077,FALSE,TRUE,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?",
13078,FALSE,TRUE,My mom just bought a bunch of new sandles &amp; then chipped her toe nails now it's like World War 3 in this bitch,
13079,FALSE,TRUE,My mom seen my progress report &amp; was like so wtf is up wit this B bitch wtf do you NOT see them 7 A's &#128529; tf she just Ungreatful &#9995;,
13080,FALSE,TRUE,My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt,
13081,FALSE,FALSE,My mom wants to buy a zebra like for reals,
13082,TRUE,TRUE,My mom's a fucking cunt dude.,
13083,FALSE,TRUE,My mom's younger brothers gonna come disrespect my mom &amp; call her a bitch &amp; my cousins gonna tell my mom to STFU! Wth..,
13084,FALSE,TRUE,My momma keep talking to me like bitch gtf I'm on Twitter.,
13085,FALSE,TRUE,My moms a worse bitch than me like ugh I can't stand that hoe.,
13086,FALSE,TRUE,My mother even bitched his bitch ass ctfu,
13087,FALSE,TRUE,"My name is Bryanna you can find me at @1bree_bree, I'm the baddest bitch you'll meet, because everybody wants to be me&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;",
13088,TRUE,TRUE,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb,
13089,TRUE,FALSE,My neighbors be sick when i wake um up to all this nigger music ctfu,
13090,FALSE,TRUE,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.,
13091,TRUE,FALSE,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,
13092,TRUE,TRUE,"My nephew keeps tryna kiss me and I'm like bitch you got zero followers, dismiss yourself.",
13093,FALSE,TRUE,My new bitch eat a dick like a bratwurst,
13094,FALSE,TRUE,My new bitch finer than a mf but I don't understand shit she say &#128585;,
13095,FALSE,FALSE,My nicca @Elijahfnbaby swear he can see me in madden lol,
13096,FALSE,TRUE,My nicca Drake gear game is all bad lol,
13097,FALSE,TRUE,My nicca Tip can't act for shit in #Takers,
13098,FALSE,TRUE,"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch",
13099,TRUE,TRUE,My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm,
13100,FALSE,TRUE,"My nig ""@im_me_mi: ""@oneshadowlove: yes black people live in Wisconsin lmao @80sbaby4life""shock da shit out me too #learnsomethingeveryday""",
13101,FALSE,TRUE,My nig Todd Gurley a beast,
13102,FALSE,TRUE,"My nig been talking bout what he gonna be for Halloween since July, to excited!",
13103,TRUE,TRUE,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....,
13104,TRUE,TRUE,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,
13105,FALSE,TRUE,My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,
13106,TRUE,TRUE,My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,
13107,FALSE,TRUE,My nigga Bolin does NOTHING but win with the bitches breh,
13108,TRUE,TRUE,My nigga calls fat bitches &#8221; porkers&#8221; lmao,
13109,FALSE,TRUE,"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script",
13110,FALSE,TRUE,My nigga got me hanging out with his fat catfish bitch smh,
13111,FALSE,TRUE,My nigga mister meaner just hope back on the bitch,
13112,FALSE,TRUE,My nigga so stiff but his bitch even stiffer &#128175;&#128107;&#128143;&#128074;.... Me that is &#128175;,
13113,FALSE,TRUE,My nigga was drinking Gatorade like it's not Dumass hot lol bitch drink water,
13114,TRUE,TRUE,My niggah,
13115,FALSE,TRUE,My niggah I slept perfect,
13116,TRUE,TRUE,My niggah I was waiting all weekend to take these shits &#128553;&#128514;,
13117,FALSE,TRUE,My niggah my niggah...,
13118,FALSE,TRUE,My niggah watch me be awake till 5,
13119,FALSE,TRUE,"My niggas bigger then the bouncer, roll up in the bitch still smell like an ounce",
13120,FALSE,TRUE,My nigguh,
13121,FALSE,TRUE,"My nigguh
Me naturally forever be fly!",
13122,FALSE,TRUE,My nips are cold &#128563;,
13123,FALSE,FALSE,My nudes are trash.....,
13124,FALSE,TRUE,"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" &#128514;&#128514;&#128514;",
13125,TRUE,TRUE,My phone acting retarded,
13126,FALSE,TRUE,My phone is finally back on bitches! no more TextNow,
13127,FALSE,FALSE,My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML,
13128,FALSE,TRUE,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,
13129,FALSE,TRUE,My playlist goes something like this smoke tracks for my niggas reggaeton/bachata for the bitches and slow jams for that lucky lady,
13130,FALSE,TRUE,My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line,
13131,FALSE,TRUE,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;",
13132,FALSE,TRUE,My problem is caring about bitches &amp; noggas,
13133,FALSE,TRUE,My pussy ass car won't start.... It's scared of the cold....,
13134,FALSE,TRUE,My pussy popz Severely https://t.co/sOAH0Z1jUv,
13135,FALSE,TRUE,My pussy taste like pepsi cola.,
13136,FALSE,TRUE,My pussy tastes like Pepsi Cola &#127926;&#128527;,
13137,FALSE,TRUE,My pussy worth $15,
13138,TRUE,TRUE,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW",
13139,TRUE,TRUE,My roommate is eating so obnoxiously I wanna fucking slit his throat,
13140,TRUE,TRUE,My sex game better than yo ex niggah,
13141,FALSE,FALSE,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,
13142,TRUE,TRUE,"My side pieces have real jobs, nigga, I don't fuck with no birds",
13143,FALSE,TRUE,My sister called the chinks an asked was they open ctfu she fried!!,
13144,FALSE,TRUE,"My sister is a bitch. My nephew got his first haircut, and he's bald &#128557;",
13145,FALSE,TRUE,My sister is such a bitch &#128514;&#9994; http://t.co/TsjmaQ62yb,
13146,FALSE,TRUE,My sister is such a bitch to me when she don't get her way,
13147,FALSE,TRUE,My sister said my step mom is a cunt. &lt;3 i love my Sister (:,
13148,FALSE,FALSE,My sister told me that I look like a bird. While my past told me that I look like an alien.,
13149,FALSE,TRUE,"My sisters bitching that she has school tomorrow , like I don't &#128530; fuck up hoe at least you aren't up studying right now!",
13150,TRUE,TRUE,My slap a bitch sense is coming &#128530;,
13151,FALSE,TRUE,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",
13152,FALSE,TRUE,My stomach hurt like a bitch yoo,
13153,TRUE,TRUE,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,
13154,FALSE,TRUE,"My taste in music goes from love song to ""pop that pussy bitch"" in like .5 seconds.",
13155,FALSE,TRUE,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",
13156,FALSE,TRUE,My teacher called my mom cus I was eating in class ... -.- fucking bitch,
13157,FALSE,TRUE,My teacher talm bout she would make every senior go to da army fa 2yrs &#128530; bitch please meat ainnn doin uh damn thang,
13158,TRUE,TRUE,My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54,
13159,TRUE,TRUE,My walmart tee's count as designer? RT @StonyXx: These niggas hoes in designer clothes &#128557;,
13160,FALSE,TRUE,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship &#128523;,
13161,FALSE,TRUE,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out,
13162,FALSE,TRUE,My wigga... http://t.co/1pbGYaoW3N,
13163,FALSE,TRUE,My worse bitch looks better than your main bitch. Now that's bad right there lol,
13164,FALSE,TRUE,Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;,
13165,FALSE,TRUE,N I'm so tired of hearing *he wouldn't do it for u * ol bitch he wouldn't have too my people dont play on my end,
13166,TRUE,TRUE,N dat bitch sound like a man if dats ya grandma fucc yu too,
13167,FALSE,TRUE,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;,
13168,FALSE,TRUE,N%a hit the butta slide at the end of that bitch &#128514;,
13169,TRUE,TRUE,NBA ALLSTAR weekend is an unofficial negro holiday,
13170,FALSE,FALSE,"NBA, handle your zebras.",
13171,FALSE,FALSE,NEVERMIND I FOUND THEM. ...in the trash...,
13172,FALSE,TRUE,"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",
13173,FALSE,TRUE,"NEWS FLASH!
When you pay TAXES, you are paying for everything you bitch about!
#IRS #GovernmentAffairs #obamacare http://t.co/D5SPVgJxto",
13174,TRUE,TRUE,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!,
13175,FALSE,TRUE,NFC South is trash juice,
13176,FALSE,FALSE,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,
13177,FALSE,TRUE,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe.",
13178,FALSE,TRUE,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",
13179,FALSE,TRUE,"Na nigguh I don't know how you "" rock""",
13180,TRUE,TRUE,Nah @PrimeTimeLewis really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy,
13181,FALSE,FALSE,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money,
13182,FALSE,TRUE,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right,
13183,FALSE,TRUE,Nah Mimi a bitch,
13184,FALSE,TRUE,"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck.",
13185,FALSE,TRUE,Nah bitch you just ugly,
13186,FALSE,TRUE,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25,
13187,FALSE,TRUE,"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol""",
13188,FALSE,TRUE,"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe...",
13189,FALSE,TRUE,Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;,
13190,TRUE,TRUE,Nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now. We officially ain't friends no more dawg wtf,
13191,FALSE,TRUE,"Nah nicca! WTH are my cheese fries?! &#128530; RT @swiper252: @VonshayeB get me one, bring it to the barber sshop at 11 please &#128525;&#128525;&#128536;&#128536;",
13192,TRUE,TRUE,"Nah nicca, its to light to be my dark ass lol RT @swiper252: @VonshayeB and.i knowww thats your baby picture lol",
13193,FALSE,TRUE,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;,
13194,FALSE,TRUE,Nah these hoes DMs broke tho,
13195,FALSE,TRUE,"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love""",
13196,FALSE,TRUE,Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?,
13197,FALSE,TRUE,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,
13198,FALSE,TRUE,Naked bitches give me bubble baths,
13199,FALSE,TRUE,Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;,
13200,FALSE,TRUE,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol",
13201,FALSE,TRUE,"Nappy chin hairs, bitch I'm mothafuckin q!",
13202,FALSE,FALSE,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,
13203,FALSE,TRUE,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw",
13204,FALSE,TRUE,Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,
13205,FALSE,TRUE,Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7,
13206,FALSE,TRUE,Naw I'm just playin I only fucked with bad bitches,
13207,TRUE,TRUE,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,
13208,FALSE,TRUE,Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc,
13209,FALSE,TRUE,Naw bitch you goin against a monster lol lyrical maniac,
13210,FALSE,TRUE,Naw she not a hoe she just a Freeky Girl,
13211,FALSE,TRUE,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;,
13212,FALSE,TRUE,Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine,
13213,FALSE,TRUE,Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz,
13214,TRUE,TRUE,Need a bitch to drop it down for a niggah,
13215,FALSE,TRUE,Need some Hispanic pussy,
13216,FALSE,TRUE,Nelly got all the hoes singin lol,
13217,FALSE,TRUE,Neva trust a bitch,
13218,FALSE,TRUE,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.,
13219,FALSE,TRUE,Never argue with a bitch that's at the bottom of the food chain. &#128129;,
13220,FALSE,TRUE,Never been a bitch!,
13221,FALSE,TRUE,Never bring these hoes to my house cause these bitches talk,
13222,TRUE,TRUE,Never did like that bitch,
13223,FALSE,TRUE,Never gas hoes but I do take they ass home,
13224,FALSE,TRUE,Never give a bitch the impression that u need them,
13225,FALSE,TRUE,Never give the next bitch an opportunity to prosper off of your name....,
13226,TRUE,TRUE,Never go full retard....,
13227,FALSE,TRUE,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off",
13228,FALSE,TRUE,"Never leave your trust in a bitch,",
13229,FALSE,TRUE,Never let a boy make you feel like you're anything less than a bad bitch,
13230,FALSE,TRUE,Never let them hoes get in between of what we started,
13231,FALSE,TRUE,Never lettin dat nigguh used twitter in my phone again,
13232,FALSE,TRUE,Never messed with a hoe that went to jail unless I didn't know her last name,
13233,FALSE,TRUE,Never put nothin pass these hoes cause all of these hoes straight ratchet,
13234,FALSE,TRUE,Never seen a pussy he didn't like.,
13235,FALSE,FALSE,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?",
13236,FALSE,FALSE,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,
13237,FALSE,TRUE,Never seen yo bitch but I bet I could fuck her on the first day,
13238,FALSE,TRUE,"Never take a bitch where you stay 

Never keep work where you lay",
13239,FALSE,TRUE,Never tell a bitch that I love her,
13240,FALSE,TRUE,Never tell a bitch what u up to..,
13241,FALSE,TRUE,Never that serious RT @C_thaqueen: Thought you was Finna cruise with a new bitch &#128553;&#128273;&#128298;&#9995;? http://t.co/MvCnPYtXo8,
13242,FALSE,TRUE,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one,
13243,FALSE,TRUE,Never trust a bitch you took from a nigga &#128175;,
13244,FALSE,TRUE,Never trust a nicca who volunteers another man info ..,
13245,FALSE,FALSE,Never turned my back on the birds,
13246,FALSE,TRUE,Never will we be an item. Psycho bitch!,
